wavelength_100s,photons_100s,wavelength_1000s,photons_1000s
1.513000000000000000e+03,8.335448408622795569e+01,1.513000000000000000e+03,8.335448408622794432e+02
1.515000000000000000e+03,9.478153924924500018e+01,1.515000000000000000e+03,9.478153924924498597e+02
1.517000000000000000e+03,1.705342151405478148e+02,1.517000000000000000e+03,1.705342151405478262e+03
1.519000000000000000e+03,7.499259527184167951e+01,1.519000000000000000e+03,7.499259527184168519e+02
1.521000000000000000e+03,8.355912506942408413e+01,1.521000000000000000e+03,8.355912506942408982e+02
1.523000000000000000e+03,8.829643969708652662e+01,1.523000000000000000e+03,8.829643969708652094e+02
1.525000000000000000e+03,8.934734908237395246e+01,1.525000000000000000e+03,8.934734908237394393e+02
1.527000000000000000e+03,1.737209576002417180e+02,1.527000000000000000e+03,1.737209576002417180e+03
1.529000000000000000e+03,7.270466907529784351e+01,1.529000000000000000e+03,7.270466907529782929e+02
1.531000000000000000e+03,7.883523609536888443e+01,1.531000000000000000e+03,7.883523609536888443e+02
1.533000000000000000e+03,8.146088326117065037e+01,1.533000000000000000e+03,8.146088326117064753e+02
1.535000000000000000e+03,7.948333861576925585e+01,1.535000000000000000e+03,7.948333861576925301e+02
1.537000000000000000e+03,1.760383476606785962e+02,1.537000000000000000e+03,1.760383476606785962e+03
1.539000000000000000e+03,7.356210619573170106e+01,1.539000000000000000e+03,7.356210619573170106e+02
1.541000000000000000e+03,7.907728484299387617e+01,1.541000000000000000e+03,7.907728484299387901e+02
1.543000000000000000e+03,8.487865012553560007e+01,1.543000000000000000e+03,8.487865012553559154e+02
1.545000000000000000e+03,8.305778473625228742e+01,1.545000000000000000e+03,8.305778473625227889e+02
1.547000000000000000e+03,1.685560818279313651e+02,1.547000000000000000e+03,1.685560818279313708e+03
1.549000000000000000e+03,8.984848498139095341e+01,1.549000000000000000e+03,8.984848498139093635e+02
1.551000000000000000e+03,8.383233322404257137e+01,1.551000000000000000e+03,8.383233322404257706e+02
1.553000000000000000e+03,6.570857138487006921e+01,1.553000000000000000e+03,6.570857138487006068e+02
1.555000000000000000e+03,8.082685294936274545e+01,1.555000000000000000e+03,8.082685294936273976e+02
1.557000000000000000e+03,1.609283028615937212e+02,1.557000000000000000e+03,1.609283028615937383e+03
1.559000000000000000e+03,7.872377816321662181e+01,1.559000000000000000e+03,7.872377816321661612e+02
1.561000000000000000e+03,7.188672676708276299e+01,1.561000000000000000e+03,7.188672676708274594e+02
1.563000000000000000e+03,7.337487915250557080e+01,1.563000000000000000e+03,7.337487915250557080e+02
1.565000000000000000e+03,8.277787187108218347e+01,1.565000000000000000e+03,8.277787187108218632e+02
1.567000000000000000e+03,1.424061020271331302e+02,1.567000000000000000e+03,1.424061020271331245e+03
1.569000000000000000e+03,6.273136001771676717e+01,1.569000000000000000e+03,6.273136001771677002e+02
1.571000000000000000e+03,6.378698125132674335e+01,1.571000000000000000e+03,6.378698125132674477e+02
1.573000000000000000e+03,7.216023050478602840e+01,1.573000000000000000e+03,7.216023050478602272e+02
1.575000000000000000e+03,6.748816426867642804e+01,1.575000000000000000e+03,6.748816426867642804e+02
1.577000000000000000e+03,7.005883186819092145e+01,1.577000000000000000e+03,7.005883186819092998e+02
1.579000000000000000e+03,1.333670933235335099e+02,1.579000000000000000e+03,1.333670933235335269e+03
1.581000000000000000e+03,6.742777458849461425e+01,1.581000000000000000e+03,6.742777458849460572e+02
1.583000000000000000e+03,6.516935949564606290e+01,1.583000000000000000e+03,6.516935949564606290e+02
1.585000000000000000e+03,7.021724674652917031e+01,1.585000000000000000e+03,7.021724674652917884e+02
1.587000000000000000e+03,6.162781255413702297e+01,1.587000000000000000e+03,6.162781255413702866e+02
1.589000000000000000e+03,1.344045063895644887e+02,1.589000000000000000e+03,1.344045063895644716e+03
1.591000000000000000e+03,6.870397982833611650e+01,1.591000000000000000e+03,6.870397982833610513e+02
1.593000000000000000e+03,7.506626788208858159e+01,1.593000000000000000e+03,7.506626788208859580e+02
1.595000000000000000e+03,6.069590946659278785e+01,1.595000000000000000e+03,6.069590946659278643e+02
1.597000000000000000e+03,6.835905060738586769e+01,1.597000000000000000e+03,6.835905060738587053e+02
1.599000000000000000e+03,1.250661270426014227e+02,1.599000000000000000e+03,1.250661270426013971e+03
1.601000000000000000e+03,6.306598222058995873e+01,1.601000000000000000e+03,6.306598222058995589e+02
1.603000000000000000e+03,5.829368264847372672e+01,1.603000000000000000e+03,5.829368264847372529e+02
1.605000000000000000e+03,5.389963273095363405e+01,1.605000000000000000e+03,5.389963273095363547e+02
1.607000000000000000e+03,5.627617344004686828e+01,1.607000000000000000e+03,5.627617344004686402e+02
1.609000000000000000e+03,1.124313150466921769e+02,1.609000000000000000e+03,1.124313150466921797e+03
1.611000000000000000e+03,5.570285241530380205e+01,1.611000000000000000e+03,5.570285241530381199e+02
1.613000000000000000e+03,5.922003065997099469e+01,1.613000000000000000e+03,5.922003065997098474e+02
1.615000000000000000e+03,5.163732306858699417e+01,1.615000000000000000e+03,5.163732306858699985e+02
